U+00B7	·	MIDDLE DOT
U+7F3A	缺	CJK UNIFIED IDEOGRAPH-7F3A
U+7F50	罐	CJK UNIFIED IDEOGRAPH-7F50
U+7F51	网	CJK UNIFIED IDEOGRAPH-7F51
U+7F55	罕	CJK UNIFIED IDEOGRAPH-7F55
U+7F57	罗	CJK UNIFIED IDEOGRAPH-7F57
U+7F5A	罚	CJK UNIFIED IDEOGRAPH-7F5A
U+7F62	罢	CJK UNIFIED IDEOGRAPH-7F62
U+7F69	罩	CJK UNIFIED IDEOGRAPH-7F69
U+7F6A	罪	CJK UNIFIED IDEOGRAPH-7F6A
U+7F6E	置	CJK UNIFIED IDEOGRAPH-7F6E
U+7F81	羁	CJK UNIFIED IDEOGRAPH-7F81
U+7F8A	羊	CJK UNIFIED IDEOGRAPH-7F8A
U+7F8E	美	CJK UNIFIED IDEOGRAPH-7F8E
U+7F9E	羞	CJK UNIFIED IDEOGRAPH-7F9E
U+7FA1	羡	CJK UNIFIED IDEOGRAPH-7FA1
U+7FA4	群	CJK UNIFIED IDEOGRAPH-7FA4
U+7FBD	羽	CJK UNIFIED IDEOGRAPH-7FBD
U+7FC5	翅	CJK UNIFIED IDEOGRAPH-7FC5
U+7FD4	翔	CJK UNIFIED IDEOGRAPH-7FD4
U+7FF1	翱	CJK UNIFIED IDEOGRAPH-7FF1
U+7FFB	翻	CJK UNIFIED IDEOGRAPH-7FFB
U+7FFC	翼	CJK UNIFIED IDEOGRAPH-7FFC
U+8000	耀	CJK UNIFIED IDEOGRAPH-8000
U+8001	老	CJK UNIFIED IDEOGRAPH-8001
U+8003	考	CJK UNIFIED IDEOGRAPH-8003
U+8005	者	CJK UNIFIED IDEOGRAPH-8005
U+800C	而	CJK UNIFIED IDEOGRAPH-800C
U+800D	耍	CJK UNIFIED IDEOGRAPH-800D
U+8010	耐	CJK UNIFIED IDEOGRAPH-8010
U+8017	耗	CJK UNIFIED IDEOGRAPH-8017
U+8033	耳	CJK UNIFIED IDEOGRAPH-8033
U+8036	耶	CJK UNIFIED IDEOGRAPH-8036
U+8038	耸	CJK UNIFIED IDEOGRAPH-8038
U+803B	耻	CJK UNIFIED IDEOGRAPH-803B
U+803D	耽	CJK UNIFIED IDEOGRAPH-803D
U+803F	耿	CJK UNIFIED IDEOGRAPH-803F
U+804A	聊	CJK UNIFIED IDEOGRAPH-804A
U+804B	聋	CJK UNIFIED IDEOGRAPH-804B
U+804C	职	CJK UNIFIED IDEOGRAPH-804C
U+8054	联	CJK UNIFIED IDEOGRAPH-8054
U+805A	聚	CJK UNIFIED IDEOGRAPH-805A
U+806A	聪	CJK UNIFIED IDEOGRAPH-806A
U+8083	肃	CJK UNIFIED IDEOGRAPH-8083
U+8086	肆	CJK UNIFIED IDEOGRAPH-8086
U+8089	肉	CJK UNIFIED IDEOGRAPH-8089
U+808B	肋	CJK UNIFIED IDEOGRAPH-808B
U+808C	肌	CJK UNIFIED IDEOGRAPH-808C
U+8096	肖	CJK UNIFIED IDEOGRAPH-8096
U+809A	肚	CJK UNIFIED IDEOGRAPH-809A
U+80A0	肠	CJK UNIFIED IDEOGRAPH-80A0
U+80A1	股	CJK UNIFIED IDEOGRAPH-80A1
U+80A2	肢	CJK UNIFIED IDEOGRAPH-80A2
U+80A4	肤	CJK UNIFIED IDEOGRAPH-80A4
U+80A9	肩	CJK UNIFIED IDEOGRAPH-80A9
U+80AE	肮	CJK UNIFIED IDEOGRAPH-80AE
U+80AF	肯	CJK UNIFIED IDEOGRAPH-80AF
U+80B2	育	CJK UNIFIED IDEOGRAPH-80B2
U+80C1	胁	CJK UNIFIED IDEOGRAPH-80C1
U+80C3	胃	CJK UNIFIED IDEOGRAPH-80C3
U+80C6	胆	CJK UNIFIED IDEOGRAPH-80C6
U+80CC	背	CJK UNIFIED IDEOGRAPH-80CC
U+80CE	胎	CJK UNIFIED IDEOGRAPH-80CE
U+80DC	胜	CJK UNIFIED IDEOGRAPH-80DC
U+80DE	胞	CJK UNIFIED IDEOGRAPH-80DE
U+80E1	胡	CJK UNIFIED IDEOGRAPH-80E1
U+80F8	胸	CJK UNIFIED IDEOGRAPH-80F8
U+80FD	能	CJK UNIFIED IDEOGRAPH-80FD
U+8106	脆	CJK UNIFIED IDEOGRAPH-8106
U+8108	脈	CJK UNIFIED IDEOGRAPH-8108
U+8109	脉	CJK UNIFIED IDEOGRAPH-8109
U+810F	脏	CJK UNIFIED IDEOGRAPH-810F
U+8111	脑	CJK UNIFIED IDEOGRAPH-8111
U+811A	脚	CJK UNIFIED IDEOGRAPH-811A
U+8131	脱	CJK UNIFIED IDEOGRAPH-8131
U+8138	脸	CJK UNIFIED IDEOGRAPH-8138
U+814C	腌	CJK UNIFIED IDEOGRAPH-814C
U+8150	腐	CJK UNIFIED IDEOGRAPH-8150
U+8155	腕	CJK UNIFIED IDEOGRAPH-8155
U+8170	腰	CJK UNIFIED IDEOGRAPH-8170
U+8179	腹	CJK UNIFIED IDEOGRAPH-8179
U+817A	腺	CJK UNIFIED IDEOGRAPH-817A
U+817E	腾	CJK UNIFIED IDEOGRAPH-817E
U+817F	腿	CJK UNIFIED IDEOGRAPH-817F
U+8180	膀	CJK UNIFIED IDEOGRAPH-8180
U+819D	膝	CJK UNIFIED IDEOGRAPH-819D
U+81C2	臂	CJK UNIFIED IDEOGRAPH-81C2
U+81E3	臣	CJK UNIFIED IDEOGRAPH-81E3
U+81EA	自	CJK UNIFIED IDEOGRAPH-81EA
U+81ED	臭	CJK UNIFIED IDEOGRAPH-81ED
U+81F3	至	CJK UNIFIED IDEOGRAPH-81F3
U+81F4	致	CJK UNIFIED IDEOGRAPH-81F4
U+81FB	臻	CJK UNIFIED IDEOGRAPH-81FB
U+81FC	臼	CJK UNIFIED IDEOGRAPH-81FC
U+820C	舌	CJK UNIFIED IDEOGRAPH-820C
U+820D	舍	CJK UNIFIED IDEOGRAPH-820D
U+8212	舒	CJK UNIFIED IDEOGRAPH-8212
U+821E	舞	CJK UNIFIED IDEOGRAPH-821E
U+822A	航	CJK UNIFIED IDEOGRAPH-822A
U+822C	般	CJK UNIFIED IDEOGRAPH-822C
U+8230	舰	CJK UNIFIED IDEOGRAPH-8230
U+8237	舷	CJK UNIFIED IDEOGRAPH-8237
U+8239	船	CJK UNIFIED IDEOGRAPH-8239
U+8258	艘	CJK UNIFIED IDEOGRAPH-8258
U+826F	良	CJK UNIFIED IDEOGRAPH-826F
U+8270	艰	CJK UNIFIED IDEOGRAPH-8270
U+8272	色	CJK UNIFIED IDEOGRAPH-8272
U+8273	艳	CJK UNIFIED IDEOGRAPH-8273
U+827A	艺	CJK UNIFIED IDEOGRAPH-827A
U+827E	艾	CJK UNIFIED IDEOGRAPH-827E
U+8282	节	CJK UNIFIED IDEOGRAPH-8282
U+8292	芒	CJK UNIFIED IDEOGRAPH-8292
U+829C	芜	CJK UNIFIED IDEOGRAPH-829C
U+82B1	花	CJK UNIFIED IDEOGRAPH-82B1
U+82CD	苍	CJK UNIFIED IDEOGRAPH-82CD
U+82CF	苏	CJK UNIFIED IDEOGRAPH-82CF
U+82DB	苛	CJK UNIFIED IDEOGRAPH-82DB
U+82DF	苟	CJK UNIFIED IDEOGRAPH-82DF
U+82E5	若	CJK UNIFIED IDEOGRAPH-82E5
U+82E6	苦	CJK UNIFIED IDEOGRAPH-82E6
U+82F1	英	CJK UNIFIED IDEOGRAPH-82F1
U+8302	茂	CJK UNIFIED IDEOGRAPH-8302
U+8303	范	CJK UNIFIED IDEOGRAPH-8303
U+8328	茨	CJK UNIFIED IDEOGRAPH-8328
U+832B	茫	CJK UNIFIED IDEOGRAPH-832B
U+832C	茬	CJK UNIFIED IDEOGRAPH-832C
U+8336	茶	CJK UNIFIED IDEOGRAPH-8336
U+8349	草	CJK UNIFIED IDEOGRAPH-8349
U+8352	荒	CJK UNIFIED IDEOGRAPH-8352
U+8361	荡	CJK UNIFIED IDEOGRAPH-8361
U+8363	荣	CJK UNIFIED IDEOGRAPH-8363
U+836F	药	CJK UNIFIED IDEOGRAPH-836F
U+8389	莉	CJK UNIFIED IDEOGRAPH-8389
U+838E	莎	CJK UNIFIED IDEOGRAPH-838E
U+83AB	莫	CJK UNIFIED IDEOGRAPH-83AB
U+83B1	莱	CJK UNIFIED IDEOGRAPH-83B1
U+83B7	获	CJK UNIFIED IDEOGRAPH-83B7
U+83BD	莽	CJK UNIFIED IDEOGRAPH-83BD
U+83DC	菜	CJK UNIFIED IDEOGRAPH-83DC
U+83F2	菲	CJK UNIFIED IDEOGRAPH-83F2
U+8403	萃	CJK UNIFIED IDEOGRAPH-8403
U+840C	萌	CJK UNIFIED IDEOGRAPH-840C
U+840E	萎	CJK UNIFIED IDEOGRAPH-840E
U+841D	萝	CJK UNIFIED IDEOGRAPH-841D
U+8424	萤	CJK UNIFIED IDEOGRAPH-8424
U+8425	营	CJK UNIFIED IDEOGRAPH-8425
U+8428	萨	CJK UNIFIED IDEOGRAPH-8428
U+843D	落	CJK UNIFIED IDEOGRAPH-843D
U+8457	著	CJK UNIFIED IDEOGRAPH-8457
U+846C	葬	CJK UNIFIED IDEOGRAPH-846C
U+8499	蒙	CJK UNIFIED IDEOGRAPH-8499
U+84DD	蓝	CJK UNIFIED IDEOGRAPH-84DD
U+84EC	蓬	CJK UNIFIED IDEOGRAPH-84EC
U+8511	蔑	CJK UNIFIED IDEOGRAPH-8511
U+8513	蔓	CJK UNIFIED IDEOGRAPH-8513
U+853C	蔼	CJK UNIFIED IDEOGRAPH-853C
U+853D	蔽	CJK UNIFIED IDEOGRAPH-853D
U+857E	蕾	CJK UNIFIED IDEOGRAPH-857E
U+8584	薄	CJK UNIFIED IDEOGRAPH-8584
U+85CF	藏	CJK UNIFIED IDEOGRAPH-85CF
U+85FB	藻	CJK UNIFIED IDEOGRAPH-85FB
U+864E	虎	CJK UNIFIED IDEOGRAPH-864E
U+864F	虏	CJK UNIFIED IDEOGRAPH-864F
U+8650	虐	CJK UNIFIED IDEOGRAPH-8650
U+8651	虑	CJK UNIFIED IDEOGRAPH-8651
U+8654	虔	CJK UNIFIED IDEOGRAPH-8654
U+865A	虚	CJK UNIFIED IDEOGRAPH-865A
U+866B	虫	CJK UNIFIED IDEOGRAPH-866B
U+867D	虽	CJK UNIFIED IDEOGRAPH-867D
U+8680	蚀	CJK UNIFIED IDEOGRAPH-8680
U+8681	蚁	CJK UNIFIED IDEOGRAPH-8681
U+86C7	蛇	CJK UNIFIED IDEOGRAPH-86C7
U+86CB	蛋	CJK UNIFIED IDEOGRAPH-86CB
U+86D9	蛙	CJK UNIFIED IDEOGRAPH-86D9
U+86DB	蛛	CJK UNIFIED IDEOGRAPH-86DB
U+86EE	蛮	CJK UNIFIED IDEOGRAPH-86EE
U+8718	蜘	CJK UNIFIED IDEOGRAPH-8718
U+871C	蜜	CJK UNIFIED IDEOGRAPH-871C
U+877C	蝼	CJK UNIFIED IDEOGRAPH-877C
U+878D	融	CJK UNIFIED IDEOGRAPH-878D
U+8822	蠢	CJK UNIFIED IDEOGRAPH-8822
U+8840	血	CJK UNIFIED IDEOGRAPH-8840
U+8845	衅	CJK UNIFIED IDEOGRAPH-8845
U+884C	行	CJK UNIFIED IDEOGRAPH-884C
U+8857	街	CJK UNIFIED IDEOGRAPH-8857
U+8861	衡	CJK UNIFIED IDEOGRAPH-8861
U+8863	衣	CJK UNIFIED IDEOGRAPH-8863
U+8865	补	CJK UNIFIED IDEOGRAPH-8865
U+8868	表	CJK UNIFIED IDEOGRAPH-8868
U+8870	衰	CJK UNIFIED IDEOGRAPH-8870
U+8877	衷	CJK UNIFIED IDEOGRAPH-8877
U+888B	袋	CJK UNIFIED IDEOGRAPH-888B
U+888D	袍	CJK UNIFIED IDEOGRAPH-888D
U+8896	袖	CJK UNIFIED IDEOGRAPH-8896
U+88AB	被	CJK UNIFIED IDEOGRAPH-88AB
U+88AD	袭	CJK UNIFIED IDEOGRAPH-88AD
U+88C1	裁	CJK UNIFIED IDEOGRAPH-88C1
U+88C2	裂	CJK UNIFIED IDEOGRAPH-88C2
U+88C5	装	CJK UNIFIED IDEOGRAPH-88C5
U+88D4	裔	CJK UNIFIED IDEOGRAPH-88D4
U+88D5	裕	CJK UNIFIED IDEOGRAPH-88D5
U+88D9	裙	CJK UNIFIED IDEOGRAPH-88D9
U+88F8	裸	CJK UNIFIED IDEOGRAPH-88F8
U+897F	西	CJK UNIFIED IDEOGRAPH-897F
U+8981	要	CJK UNIFIED IDEOGRAPH-8981
U+8986	覆	CJK UNIFIED IDEOGRAPH-8986
U+89C1	见	CJK UNIFIED IDEOGRAPH-89C1
U+89C2	观	CJK UNIFIED IDEOGRAPH-89C2
U+89C4	规	CJK UNIFIED IDEOGRAPH-89C4
U+89C6	视	CJK UNIFIED IDEOGRAPH-89C6
U+89C8	览	CJK UNIFIED IDEOGRAPH-89C8
U+89C9	觉	CJK UNIFIED IDEOGRAPH-89C9
U+89D2	角	CJK UNIFIED IDEOGRAPH-89D2
U+89E3	解	CJK UNIFIED IDEOGRAPH-89E3
U+89E6	触	CJK UNIFIED IDEOGRAPH-89E6
U+8A00	言	CJK UNIFIED IDEOGRAPH-8A00
U+8A89	誉	CJK UNIFIED IDEOGRAPH-8A89
U+8A93	誓	CJK UNIFIED IDEOGRAPH-8A93
U+8B66	警	CJK UNIFIED IDEOGRAPH-8B66
U+8BA1	计	CJK UNIFIED IDEOGRAPH-8BA1
U+8BA2	订	CJK UNIFIED IDEOGRAPH-8BA2
U+8BA4	认	CJK UNIFIED IDEOGRAPH-8BA4
U+8BA8	讨	CJK UNIFIED IDEOGRAPH-8BA8
U+8BA9	让	CJK UNIFIED IDEOGRAPH-8BA9
U+8BAA	讪	CJK UNIFIED IDEOGRAPH-8BAA
U+8BAD	训	CJK UNIFIED IDEOGRAPH-8BAD
U+8BAE	议	CJK UNIFIED IDEOGRAPH-8BAE
U+8BAF	讯	CJK UNIFIED IDEOGRAPH-8BAF
U+8BB0	记	CJK UNIFIED IDEOGRAPH-8BB0
U+8BB2	讲	CJK UNIFIED IDEOGRAPH-8BB2
U+8BB3	讳	CJK UNIFIED IDEOGRAPH-8BB3
U+8BB6	讶	CJK UNIFIED IDEOGRAPH-8BB6
U+8BB8	许	CJK UNIFIED IDEOGRAPH-8BB8
U+8BBA	论	CJK UNIFIED IDEOGRAPH-8BBA
U+8BBD	讽	CJK UNIFIED IDEOGRAPH-8BBD
U+8BBE	设	CJK UNIFIED IDEOGRAPH-8BBE
U+8BBF	访	CJK UNIFIED IDEOGRAPH-8BBF
U+8BC1	证	CJK UNIFIED IDEOGRAPH-8BC1
U+8BC4	评	CJK UNIFIED IDEOGRAPH-8BC4
U+8BC5	诅	CJK UNIFIED IDEOGRAPH-8BC5
U+8BC6	识	CJK UNIFIED IDEOGRAPH-8BC6
U+8BC8	诈	CJK UNIFIED IDEOGRAPH-8BC8
U+8BC9	诉	CJK UNIFIED IDEOGRAPH-8BC9
U+8BCA	诊	CJK UNIFIED IDEOGRAPH-8BCA
U+8BCD	词	CJK UNIFIED IDEOGRAPH-8BCD
U+8BD5	试	CJK UNIFIED IDEOGRAPH-8BD5
U+8BD7	诗	CJK UNIFIED IDEOGRAPH-8BD7
U+8BD9	诙	CJK UNIFIED IDEOGRAPH-8BD9
U+8BDA	诚	CJK UNIFIED IDEOGRAPH-8BDA
U+8BDD	话	CJK UNIFIED IDEOGRAPH-8BDD
U+8BDE	诞	CJK UNIFIED IDEOGRAPH-8BDE
U+8BE1	诡	CJK UNIFIED IDEOGRAPH-8BE1
U+8BE2	询	CJK UNIFIED IDEOGRAPH-8BE2
U+8BE3	诣	CJK UNIFIED IDEOGRAPH-8BE3
U+8BE5	该	CJK UNIFIED IDEOGRAPH-8BE5
U+8BE6	详	CJK UNIFIED IDEOGRAPH-8BE6
U+8BEB	诫	CJK UNIFIED IDEOGRAPH-8BEB
U+8BEC	诬	CJK UNIFIED IDEOGRAPH-8BEC
U+8BED	语	CJK UNIFIED IDEOGRAPH-8BED
U+8BEF	误	CJK UNIFIED IDEOGRAPH-8BEF
U+8BF1	诱	CJK UNIFIED IDEOGRAPH-8BF1
U+8BF2	诲	CJK UNIFIED IDEOGRAPH-8BF2
U+8BF4	说	CJK UNIFIED IDEOGRAPH-8BF4
U+8BF7	请	CJK UNIFIED IDEOGRAPH-8BF7
U+8BF8	诸	CJK UNIFIED IDEOGRAPH-8BF8
U+8BFA	诺	CJK UNIFIED IDEOGRAPH-8BFA
U+8BFB	读	CJK UNIFIED IDEOGRAPH-8BFB
U+8BFE	课	CJK UNIFIED IDEOGRAPH-8BFE
U+8C01	谁	CJK UNIFIED IDEOGRAPH-8C01
U+8C03	调	CJK UNIFIED IDEOGRAPH-8C03
U+8C05	谅	CJK UNIFIED IDEOGRAPH-8C05
U+8C08	谈	CJK UNIFIED IDEOGRAPH-8C08
U+8C0A	谊	CJK UNIFIED IDEOGRAPH-8C0A
U+8C0B	谋	CJK UNIFIED IDEOGRAPH-8C0B
U+8C0E	谎	CJK UNIFIED IDEOGRAPH-8C0E
U+8C0F	谏	CJK UNIFIED IDEOGRAPH-8C0F
U+8C10	谐	CJK UNIFIED IDEOGRAPH-8C10
U+8C12	谒	CJK UNIFIED IDEOGRAPH-8C12
U+8C13	谓	CJK UNIFIED IDEOGRAPH-8C13
U+8C19	谙	CJK UNIFIED IDEOGRAPH-8C19
U+8C1C	谜	CJK UNIFIED IDEOGRAPH-8C1C
U+8C22	谢	CJK UNIFIED IDEOGRAPH-8C22
U+8C26	谦	CJK UNIFIED IDEOGRAPH-8C26
U+8C28	谨	CJK UNIFIED IDEOGRAPH-8C28
U+8C2C	谬	CJK UNIFIED IDEOGRAPH-8C2C
U+8C31	谱	CJK UNIFIED IDEOGRAPH-8C31
U+8C34	谴	CJK UNIFIED IDEOGRAPH-8C34
U+8C37	谷	CJK UNIFIED IDEOGRAPH-8C37
U+8C41	豁	CJK UNIFIED IDEOGRAPH-8C41
U+8C46	豆	CJK UNIFIED IDEOGRAPH-8C46
U+8C61	象	CJK UNIFIED IDEOGRAPH-8C61
U+8C6A	豪	CJK UNIFIED IDEOGRAPH-8C6A
U+8C6B	豫	CJK UNIFIED IDEOGRAPH-8C6B
U+8C8C	貌	CJK UNIFIED IDEOGRAPH-8C8C
U+8D1D	贝	CJK UNIFIED IDEOGRAPH-8D1D
U+8D1F	负	CJK UNIFIED IDEOGRAPH-8D1F
U+8D21	贡	CJK UNIFIED IDEOGRAPH-8D21
U+8D22	财	CJK UNIFIED IDEOGRAPH-8D22
U+8D23	责	CJK UNIFIED IDEOGRAPH-8D23
U+8D24	贤	CJK UNIFIED IDEOGRAPH-8D24
U+8D25	败	CJK UNIFIED IDEOGRAPH-8D25
U+8D27	货	CJK UNIFIED IDEOGRAPH-8D27
U+8D28	质	CJK UNIFIED IDEOGRAPH-8D28
U+8D29	贩	CJK UNIFIED IDEOGRAPH-8D29
U+8D2A	贪	CJK UNIFIED IDEOGRAPH-8D2A
U+8D2B	贫	CJK UNIFIED IDEOGRAPH-8D2B
U+8D2C	贬	CJK UNIFIED IDEOGRAPH-8D2C
U+8D2D	购	CJK UNIFIED IDEOGRAPH-8D2D
U+8D2F	贯	CJK UNIFIED IDEOGRAPH-8D2F
U+8D31	贱	CJK UNIFIED IDEOGRAPH-8D31
U+8D34	贴	CJK UNIFIED IDEOGRAPH-8D34
U+8D35	贵	CJK UNIFIED IDEOGRAPH-8D35
U+8D38	贸	CJK UNIFIED IDEOGRAPH-8D38
U+8D39	费	CJK UNIFIED IDEOGRAPH-8D39
U+8D3A	贺	CJK UNIFIED IDEOGRAPH-8D3A
U+8D3C	贼	CJK UNIFIED IDEOGRAPH-8D3C
U+8D3E	贾	CJK UNIFIED IDEOGRAPH-8D3E
U+8D44	资	CJK UNIFIED IDEOGRAPH-8D44
U+8D4A	赊	CJK UNIFIED IDEOGRAPH-8D4A
U+8D4B	赋	CJK UNIFIED IDEOGRAPH-8D4B
U+8D4C	赌	CJK UNIFIED IDEOGRAPH-8D4C
U+8D4E	赎	CJK UNIFIED IDEOGRAPH-8D4E
U+8D4F	赏	CJK UNIFIED IDEOGRAPH-8D4F
U+8D50	赐	CJK UNIFIED IDEOGRAPH-8D50
U+8D54	赔	CJK UNIFIED IDEOGRAPH-8D54
U+8D56	赖	CJK UNIFIED IDEOGRAPH-8D56
U+8D58	赘	CJK UNIFIED IDEOGRAPH-8D58
U+8D5A	赚	CJK UNIFIED IDEOGRAPH-8D5A
U+8D5B	赛	CJK UNIFIED IDEOGRAPH-8D5B
U+8D5D	赝	CJK UNIFIED IDEOGRAPH-8D5D
U+8D5E	赞	CJK UNIFIED IDEOGRAPH-8D5E
U+8D60	赠	CJK UNIFIED IDEOGRAPH-8D60
U+8D62	赢	CJK UNIFIED IDEOGRAPH-8D62
U+8D64	赤	CJK UNIFIED IDEOGRAPH-8D64
U+8D66	赦	CJK UNIFIED IDEOGRAPH-8D66
U+8D6B	赫	CJK UNIFIED IDEOGRAPH-8D6B
U+8D70	走	CJK UNIFIED IDEOGRAPH-8D70
U+8D74	赴	CJK UNIFIED IDEOGRAPH-8D74
U+8D76	赶	CJK UNIFIED IDEOGRAPH-8D76
U+8D77	起	CJK UNIFIED IDEOGRAPH-8D77
U+8D81	趁	CJK UNIFIED IDEOGRAPH-8D81
U+8D85	超	CJK UNIFIED IDEOGRAPH-8D85
U+8D8A	越	CJK UNIFIED IDEOGRAPH-8D8A
U+8D9F	趟	CJK UNIFIED IDEOGRAPH-8D9F
U+8DA3	趣	CJK UNIFIED IDEOGRAPH-8DA3
U+8DB3	足	CJK UNIFIED IDEOGRAPH-8DB3
U+8DC3	跃	CJK UNIFIED IDEOGRAPH-8DC3
U+8DCB	跋	CJK UNIFIED IDEOGRAPH-8DCB
U+8DCC	跌	CJK UNIFIED IDEOGRAPH-8DCC
U+8DD1	跑	CJK UNIFIED IDEOGRAPH-8DD1
U+8DDD	距	CJK UNIFIED IDEOGRAPH-8DDD
U+8DDF	跟	CJK UNIFIED IDEOGRAPH-8DDF
U+8DE8	跨	CJK UNIFIED IDEOGRAPH-8DE8
U+8DEA	跪	CJK UNIFIED IDEOGRAPH-8DEA
U+8DEF	路	CJK UNIFIED IDEOGRAPH-8DEF
U+8DF3	跳	CJK UNIFIED IDEOGRAPH-8DF3
U+8DF5	践	CJK UNIFIED IDEOGRAPH-8DF5
U+8E0F	踏	CJK UNIFIED IDEOGRAPH-8E0F
U+8E1E	踞	CJK UNIFIED IDEOGRAPH-8E1E
U+8E2A	踪	CJK UNIFIED IDEOGRAPH-8E2A
U+8E35	踵	CJK UNIFIED IDEOGRAPH-8E35
U+8E48	蹈	CJK UNIFIED IDEOGRAPH-8E48
U+8E69	蹩	CJK UNIFIED IDEOGRAPH-8E69
U+8E6D	蹭	CJK UNIFIED IDEOGRAPH-8E6D
U+8E81	躁	CJK UNIFIED IDEOGRAPH-8E81
U+8EAB	身	CJK UNIFIED IDEOGRAPH-8EAB
U+8EAC	躬	CJK UNIFIED IDEOGRAPH-8EAC
U+8EAF	躯	CJK UNIFIED IDEOGRAPH-8EAF
U+8EB2	躲	CJK UNIFIED IDEOGRAPH-8EB2
U+8EBA	躺	CJK UNIFIED IDEOGRAPH-8EBA
U+8F66	车	CJK UNIFIED IDEOGRAPH-8F66
U+8F68	轨	CJK UNIFIED IDEOGRAPH-8F68
U+8F6C	转	CJK UNIFIED IDEOGRAPH-8F6C
U+8F6E	轮	CJK UNIFIED IDEOGRAPH-8F6E
U+8F6F	软	CJK UNIFIED IDEOGRAPH-8F6F
U+8F7B	轻	CJK UNIFIED IDEOGRAPH-8F7B
U+8F7D	载	CJK UNIFIED IDEOGRAPH-8F7D
U+8F7F	轿	CJK UNIFIED IDEOGRAPH-8F7F
U+8F83	较	CJK UNIFIED IDEOGRAPH-8F83
U+8F84	辄	CJK UNIFIED IDEOGRAPH-8F84
U+8F85	辅	CJK UNIFIED IDEOGRAPH-8F85
U+8F88	辈	CJK UNIFIED IDEOGRAPH-8F88
U+8F89	辉	CJK UNIFIED IDEOGRAPH-8F89
U+8F91	辑	CJK UNIFIED IDEOGRAPH-8F91
U+8F93	输	CJK UNIFIED IDEOGRAPH-8F93
U+8F99	辙	CJK UNIFIED IDEOGRAPH-8F99
U+8F9B	辛	CJK UNIFIED IDEOGRAPH-8F9B
U+8F9C	辜	CJK UNIFIED IDEOGRAPH-8F9C
U+8F9E	辞	CJK UNIFIED IDEOGRAPH-8F9E
U+8FA3	辣	CJK UNIFIED IDEOGRAPH-8FA3
U+8FA8	辨	CJK UNIFIED IDEOGRAPH-8FA8
U+8FA9	辩	CJK UNIFIED IDEOGRAPH-8FA9
U+8FB1	辱	CJK UNIFIED IDEOGRAPH-8FB1
U+8FB9	边	CJK UNIFIED IDEOGRAPH-8FB9
U+8FBD	辽	CJK UNIFIED IDEOGRAPH-8FBD
U+8FBE	达	CJK UNIFIED IDEOGRAPH-8FBE
U+8FC1	迁	CJK UNIFIED IDEOGRAPH-8FC1
U+8FC4	迄	CJK UNIFIED IDEOGRAPH-8FC4
U+8FC5	迅	CJK UNIFIED IDEOGRAPH-8FC5
U+8FC7	过	CJK UNIFIED IDEOGRAPH-8FC7
U+8FC8	迈	CJK UNIFIED IDEOGRAPH-8FC8
U+8FCE	迎	CJK UNIFIED IDEOGRAPH-8FCE
U+8FD0	运	CJK UNIFIED IDEOGRAPH-8FD0
U+8FD1	近	CJK UNIFIED IDEOGRAPH-8FD1
U+8FD4	返	CJK UNIFIED IDEOGRAPH-8FD4
U+8FD8	还	CJK UNIFIED IDEOGRAPH-8FD8
U+8FD9	这	CJK UNIFIED IDEOGRAPH-8FD9
U+8FDB	进	CJK UNIFIED IDEOGRAPH-8FDB
U+8FDC	远	CJK UNIFIED IDEOGRAPH-8FDC
U+8FDD	违	CJK UNIFIED IDEOGRAPH-8FDD
U+8FDE	连	CJK UNIFIED IDEOGRAPH-8FDE
U+8FDF	迟	CJK UNIFIED IDEOGRAPH-8FDF
U+8FE5	迥	CJK UNIFIED IDEOGRAPH-8FE5
U+8FE6	迦	CJK UNIFIED IDEOGRAPH-8FE6
U+8FEA	迪	CJK UNIFIED IDEOGRAPH-8FEA
U+8FEB	迫	CJK UNIFIED IDEOGRAPH-8FEB
U+8FF0	述	CJK UNIFIED IDEOGRAPH-8FF0
U+8FF7	迷	CJK UNIFIED IDEOGRAPH-8FF7
U+8FF9	迹	CJK UNIFIED IDEOGRAPH-8FF9
U+8FFD	追	CJK UNIFIED IDEOGRAPH-8FFD
U+9000	退	CJK UNIFIED IDEOGRAPH-9000
U+9001	送	CJK UNIFIED IDEOGRAPH-9001
U+9002	适	CJK UNIFIED IDEOGRAPH-9002
U+9003	逃	CJK UNIFIED IDEOGRAPH-9003
U+9006	逆	CJK UNIFIED IDEOGRAPH-9006
U+9009	选	CJK UNIFIED IDEOGRAPH-9009
U+900A	逊	CJK UNIFIED IDEOGRAPH-900A
U+900F	透	CJK UNIFIED IDEOGRAPH-900F
U+9010	逐	CJK UNIFIED IDEOGRAPH-9010
U+9014	途	CJK UNIFIED IDEOGRAPH-9014
U+901A	通	CJK UNIFIED IDEOGRAPH-901A
U+901B	逛	CJK UNIFIED IDEOGRAPH-901B
U+901D	逝	CJK UNIFIED IDEOGRAPH-901D
U+901E	逞	CJK UNIFIED IDEOGRAPH-901E
U+901F	速	CJK UNIFIED IDEOGRAPH-901F
U+9020	造	CJK UNIFIED IDEOGRAPH-9020
U+9022	逢	CJK UNIFIED IDEOGRAPH-9022
U+902E	逮	CJK UNIFIED IDEOGRAPH-902E
U+903B	逻	CJK UNIFIED IDEOGRAPH-903B
U+903C	逼	CJK UNIFIED IDEOGRAPH-903C
